constituency_name,biggest,share,majority,category
Cardiff East,Non-religious,0.4592549270649313,False,Non-religious plurality
Cardiff North,Non-religious,0.47132724665266856,False,Non-religious plurality
Cardiff South and Penarth,Non-religious,0.46892224715314834,False,Non-religious plurality
Cardiff West,Non-religious,0.48557173224890937,False,Non-religious plurality
Carlisle,Christian,0.4738148446761465,False,Christian plurality
Carshalton and Wallington,Christian,0.4166504302005055,False,Christian plurality
Castle Point,Non-religious,0.4865245904872848,False,Non-religious plurality
Central Devon,Non-religious,0.49358376660115705,False,Non-religious plurality
Central Suffolk and North Ipswich,Non-religious,0.48616407390744865,False,Non-religious plurality
Ceredigion Preseli,Non-religious,0.4749333851591325,False,Non-religious plurality
Chatham and Aylesford,Non-religious,0.48441143079297333,False,Non-religious plurality
Cheadle,Christian,0.438459215879983,False,Christian plurality
Chelmsford,Non-religious,0.46236222983787034,False,Non-religious plurality
Chelsea and Fulham,Christian,0.47445295904430984,False,Christian plurality
Cheltenham,Non-religious,0.4957428941440974,False,Non-religious plurality
Chesham and Amersham,Christian,0.4399185926830741,False,Christian plurality
Chester North and Neston,Christian,0.45836404616613613,False,Christian plurality
Chester South and Eddisbury,Christian,0.5353507445530041,True,Christian majority
Chesterfield,Non-religious,0.4975947360357591,False,Non-religious plurality
Chichester,Christian,0.4718650956869377,False,Christian plurality
Chingford and Woodford Green,Christian,0.430140579307099,False,Christian plurality
Chippenham,Non-religious,0.49414196297254914,False,Non-religious plurality
Chipping Barnet,Christian,0.39854005673282644,False,Christian plurality
Chorley,Christian,0.5551415012923291,True,Christian majority
Christchurch,Christian,0.4965935863610916,False,Christian plurality
Cities of London and Westminster,Christian,0.3573947874453131,False,Christian plurality
City of Durham,Christian,0.4524987629112789,False,Christian plurality
Clacton,Non-religious,0.4727362720028944,False,Non-religious plurality
Clapham and Brixton Hill,Non-religious,0.42700727409899547,False,Non-religious plurality
Clwyd East,Christian,0.4678204864735759,False,Christian plurality
Clwyd North,Non-religious,0.47616722450786625,False,Non-religious plurality
Colchester,Non-religious,0.5006751333012247,True,Non-religious majority
Colne Valley,Non-religious,0.4955771562391025,False,Non-religious plurality
Congleton,Christian,0.5019578130394726,True,Christian majority
Corby and East Northamptonshire,Non-religious,0.4666292998489079,False,Non-religious plurality
Coventry East,Christian,0.40975879816457716,False,Christian plurality
Coventry North West,Christian,0.4347903808206199,False,Christian plurality
Coventry South,Christian,0.37334086884241935,False,Christian plurality
Cramlington and Killingworth,Non-religious,0.5063717978897376,True,Non-religious majority
Crawley,Christian,0.3881518550624155,False,Christian plurality
Crewe and Nantwich,Christian,0.48700076832326306,False,Christian plurality
Croydon East,Christian,0.4729903196423295,False,Christian plurality
Croydon South,Christian,0.45204796520897417,False,Christian plurality
Croydon West,Christian,0.4537293982756163,False,Christian plurality
Dagenham and Rainham,Christian,0.45760697884608226,False,Christian plurality
Darlington,Christian,0.46217197347648203,False,Christian plurality
Dartford,Christian,0.4346221731089238,False,Christian plurality
Daventry,Christian,0.46663564210692987,False,Christian plurality
Derby North,Non-religious,0.4540338910348916,False,Non-religious plurality
Derby South,Non-religious,0.33209794094599,False,Non-religious plurality
Derbyshire Dales,Christian,0.4932836045893567,False,Christian plurality
Dewsbury and Batley,Muslim,0.454207762555846,False,Muslim plurality
Didcot and Wantage,Non-religious,0.4922185374414671,False,Non-religious plurality
Doncaster Central,Christian,0.45991586191756423,False,Christian plurality
Doncaster East and the Isle of Axholme,Christian,0.4945500002983869,False,Christian plurality
Doncaster North,Non-religious,0.49075234742126034,False,Non-religious plurality
Dorking and Horley,Christian,0.4609850666637451,False,Christian plurality
Dover and Deal,Non-religious,0.48144534417866813,False,Non-religious plurality
Droitwich and Evesham,Christian,0.5232115888922704,True,Christian majority
Dudley,Christian,0.43300578092279685,False,Christian plurality
Dulwich and West Norwood,Non-religious,0.4172562258040885,False,Non-religious plurality
Dunstable and Leighton Buzzard,Non-religious,0.4599258393024701,False,Non-religious plurality
Dwyfor Meirionnydd,Non-religious,0.4810946888182824,False,Non-religious plurality
Ealing Central and Acton,Christian,0.3815915274017582,False,Christian plurality
Ealing North,Christian,0.4057206921994707,False,Christian plurality
Ealing Southall,Christian,0.28520274418686103,False,Christian plurality
Earley and Woodley,Non-religious,0.3861748802832289,False,Non-religious plurality
Easington,Christian,0.49772216175441075,False,Christian plurality
East Grinstead and Uckfield,Non-religious,0.46695248260965777,False,Non-religious plurality
East Ham,Muslim,0.4843129153053202,False,Muslim plurality
East Hampshire,Christian,0.4674981308144087,False,Christian plurality
East Surrey,Christian,0.4597481493812022,False,Christian plurality
East Thanet,Non-religious,0.5053873878670085,True,Non-religious majority
East Wiltshire,Christian,0.4743117320424847,False,Christian plurality
East Worthing and Shoreham,Non-religious,0.5250725131967924,True,Non-religious majority
Eastbourne,Non-religious,0.47890768800401246,False,Non-religious plurality
Eastleigh,Non-religious,0.4941730157737184,False,Non-religious plurality
Edmonton and Winchmore Hill,Christian,0.4354369236193298,False,Christian plurality
Ellesmere Port and Bromborough,Christian,0.487258879130761,False,Christian plurality
Eltham and Chislehurst,Christian,0.44351194770694846,False,Christian plurality
Ely and East Cambridgeshire,Non-religious,0.48005791215733995,False,Non-religious plurality
Enfield North,Christian,0.43583277697061995,False,Christian plurality
Epping Forest,Christian,0.4411056433798016,False,Christian plurality
Epsom and Ewell,Christian,0.4437352668955656,False,Christian plurality
Erewash,Non-religious,0.5673701950474801,True,Non-religious majority
Erith and Thamesmead,Christian,0.4671707134595556,False,Christian plurality
Esher and Walton,Christian,0.4608141912780639,False,Christian plurality
Exeter,Non-religious,0.5370124884300838,True,Non-religious majority
Exmouth and Exeter East,Non-religious,0.4960459995045517,False,Non-religious plurality
Fareham and Waterlooville,Non-religious,0.5087755787387892,True,Non-religious majority
Farnham and Bordon,Christian,0.4553881263278956,False,Christian plurality
Faversham and Mid Kent,Non-religious,0.47813081363011584,False,Non-religious plurality
Feltham and Heston,Christian,0.35518847336577264,False,Christian plurality
Filton and Bradley Stoke,Non-religious,0.5074499272760863,True,Non-religious majority
Finchley and Golders Green,Christian,0.29209712230034557,False,Christian plurality
Folkestone and Hythe,Non-religious,0.4712319194519866,False,Non-religious plurality
Forest of Dean,Non-religious,0.4676785223862863,False,Non-religious plurality
Frome and East Somerset,Non-religious,0.5183683017970685,True,Non-religious majority
Fylde,Christian,0.5681436657879425,True,Christian majority
Gainsborough,Christian,0.4924230864163592,False,Christian plurality
Gateshead Central and Whickham,Non-religious,0.44876822289239043,False,Non-religious plurality
Gedling,Non-religious,0.5324094903205792,True,Non-religious majority
Gillingham and Rainham,Non-religious,0.4688750084647792,False,Non-religious plurality
Glastonbury and Somerton,Christian,0.46784746752404077,False,Christian plurality
Gloucester,Non-religious,0.44590769232883665,False,Non-religious plurality
Godalming and Ash,Christian,0.479844631915927,False,Christian plurality
Goole and Pocklington,Christian,0.5018404911742067,True,Christian majority
Gorton and Denton,Christian,0.34687699239704145,False,Christian plurality
Gosport,Non-religious,0.5200924403015124,True,Non-religious majority
Gower,Non-religious,0.49681136707588347,False,Non-religious plurality
Grantham and Bourne,Christian,0.4992937953179088,False,Christian plurality
Gravesham,Christian,0.4503715936110866,False,Christian plurality
Great Grimsby and Cleethorpes,Non-religious,0.546201719981501,True,Non-religious majority
Great Yarmouth,Non-religious,0.5012406558803406,True,Non-religious majority
Greenwich and Woolwich,Non-religious,0.39279416487190216,False,Non-religious plurality
Guildford,Non-religious,0.43829988285817506,False,Non-religious plurality
Hackney North and Stoke Newington,Non-religious,0.3533678875001021,False,Non-religious plurality
Hackney South and Shoreditch,Non-religious,0.42204133397271576,False,Non-religious plurality
Halesowen,Christian,0.41585780053774446,False,Christian plurality
Halifax,Non-religious,0.41643329607831747,False,Non-religious plurality
Hamble Valley,Non-religious,0.4973431763116723,False,Non-religious plurality
Hammersmith and Chiswick,Christian,0.40698625436499647,False,Christian plurality
Hampstead and Highgate,Non-religious,0.37883315295460857,False,Non-religious plurality
"Harborough, Oadby and Wigston",Non-religious,0.37706964670455284,False,Non-religious plurality
Harlow,Non-religious,0.46143118763040575,False,Non-religious plurality
Harpenden and Berkhamsted,Christian,0.4652737105251049,False,Christian plurality
Harrogate and Knaresborough,Christian,0.48687670057789983,False,Christian plurality
Harrow East,Christian,0.32660400294872827,False,Christian plurality
Harrow West,Christian,0.3381325319390369,False,Christian plurality
Hartlepool,Christian,0.4664370363337575,False,Christian plurality
Harwich and North Essex,Non-religious,0.4885877655653262,False,Non-religious plurality
Hastings and Rye,Non-religious,0.5465162446236879,True,Non-religious majority
Havant,Non-religious,0.5271381849833026,True,Non-religious majority
Hayes and Harlington,Christian,0.29612793070070975,False,Christian plurality
Hazel Grove,Non-religious,0.4632226800299226,False,Non-religious plurality
Hemel Hempstead,Non-religious,0.4482445185001721,False,Non-religious plurality
Hendon,Christian,0.3491858045027268,False,Christian plurality
Henley and Thame,Christian,0.47518001663577,False,Christian plurality
Hereford and South Herefordshire,Christian,0.4917994480954137,False,Christian plurality
Herne Bay and Sandwich,Christian,0.46157689519802053,False,Christian plurality
Hertford and Stortford,Non-religious,0.47370488088705964,False,Non-religious plurality
Hertsmere,Christian,0.3944339388170598,False,Christian plurality
Hexham,Christian,0.5066473923100396,True,Christian majority
Heywood and Middleton North,Christian,0.47424383639320083,False,Christian plurality
High Peak,Non-religious,0.4976154732662592,False,Non-religious plurality
Hinckley and Bosworth,Non-religious,0.467008412556753,False,Non-religious plurality
Hitchin,Non-religious,0.5036582048716758,True,Non-religious majority
Holborn and St Pancras,Non-religious,0.3777818559156602,False,Non-religious plurality
Honiton and Sidmouth,Non-religious,0.4631269832294578,False,Non-religious plurality
Hornchurch and Upminster,Christian,0.49232686457067,False,Christian plurality
Hornsey and Friern Barnet,Non-religious,0.4473885565426985,False,Non-religious plurality
Horsham,Non-religious,0.4816268038657336,False,Non-religious plurality
Houghton and Sunderland South,Christian,0.49075051053019425,False,Christian plurality
Hove and Portslade,Non-religious,0.5604362582685012,True,Non-religious majority
Huddersfield,Non-religious,0.3656229356460144,False,Non-religious plurality
Huntingdon,Non-religious,0.4755183166349025,False,Non-religious plurality
Hyndburn,Christian,0.4488957820033572,False,Christian plurality
Ilford North,Muslim,0.32794553056997233,False,Muslim plurality
Ilford South,Muslim,0.4411998935060651,False,Muslim plurality
Ipswich,Non-religious,0.4873751489005531,False,Non-religious plurality
Isle of Wight East,Non-religious,0.4757476438583114,False,Non-religious plurality
Isle of Wight West,Non-religious,0.4974313215376914,False,Non-religious plurality
Islington North,Non-religious,0.4442952365923169,False,Non-religious plurality
Islington South and Finsbury,Non-religious,0.4358568662284403,False,Non-religious plurality
Jarrow and Gateshead East,Christian,0.48041575915714013,False,Christian plurality
Keighley and Ilkley,Non-religious,0.3934776718736947,False,Non-religious plurality
Kenilworth and Southam,Christian,0.4864892051490079,False,Christian plurality
Kensington and Bayswater,Christian,0.42831290456052423,False,Christian plurality
Kettering,Non-religious,0.4705799259377402,False,Non-religious plurality
Kingston and Surbiton,Non-religious,0.39320317614686945,False,Non-religious plurality
Kingston upon Hull East,Non-religious,0.5844581150689724,True,Non-religious majority
Kingston upon Hull North and Cottingham,Non-religious,0.5036260520766995,True,Non-religious majority
Kingston upon Hull West and Haltemprice,Non-religious,0.49662467258619214,False,Non-religious plurality
Kingswinford and South Staffordshire,Christian,0.5449828500001836,True,Christian majority
Knowsley,Christian,0.6171062931309849,True,Christian majority
Lancaster and Wyre,Christian,0.47035954232537314,False,Christian plurality
Leeds Central and Headingley,Non-religious,0.516662773811219,True,Non-religious majority
Leeds East,Christian,0.40655533460626,False,Christian plurality
Leeds North East,Non-religious,0.3602681735721806,False,Non-religious plurality
Leeds North West,Non-religious,0.45876025873594783,False,Non-religious plurality
Leeds South,Non-religious,0.41075385644434703,False,Non-religious plurality
Leeds South West and Morley,Non-religious,0.5094871855100275,True,Non-religious majority
Leeds West and Pudsey,Non-religious,0.4952426224811917,False,Non-religious plurality
Leicester East,Hindu,0.3823369535550078,False,Hindu plurality
Leicester South,Muslim,0.36541540741729417,False,Muslim plurality
Leicester West,Non-religious,0.36546559292669534,False,Non-religious plurality
Leigh and Atherton,Christian,0.5413060318749463,True,Christian majority
Lewes,Non-religious,0.5218240542844538,True,Non-religious majority
Lewisham East,Christian,0.4579329624344442,False,Christian plurality
Lewisham North,Non-religious,0.4215645976394921,False,Non-religious plurality
Lewisham West and East Dulwich,Non-religious,0.48548467754854524,False,Non-religious plurality
Leyton and Wanstead,Christian,0.35747812875846635,False,Christian plurality
Lichfield,Christian,0.499623846190772,False,Christian plurality
Lincoln,Non-religious,0.5109167320528482,True,Non-religious majority
Liverpool Garston,Christian,0.5788659498679456,True,Christian majority
Liverpool Riverside,Christian,0.42441134087231464,False,Christian plurality
Liverpool Walton,Christian,0.6276749691981242,True,Christian majority
Liverpool Wavertree,Christian,0.44821629058885193,False,Christian plurality
Liverpool West Derby,Christian,0.613831119813926,True,Christian majority
Llanelli,Non-religious,0.5195210403236759,True,Non-religious majority
Loughborough,Non-religious,0.4639137208374668,False,Non-religious plurality
Louth and Horncastle,Christian,0.4887960678405027,False,Christian plurality
Lowestoft,Non-religious,0.5361194955964736,True,Non-religious majority
Luton North,Christian,0.3562623086765486,False,Christian plurality
Luton South and South Bedfordshire,Christian,0.3537985230010127,False,Christian plurality
Macclesfield,Christian,0.4774092408975449,False,Christian plurality
Maidenhead,Christian,0.44637463166371033,False,Christian plurality
Maidstone and Malling,Non-religious,0.44797453268595544,False,Non-religious plurality
Makerfield,Christian,0.5998488398817569,True,Christian majority
Maldon,Non-religious,0.47392973615956796,False,Non-religious plurality
Manchester Central,Non-religious,0.38515583947598664,False,Non-religious plurality
Manchester Rusholme,Muslim,0.3544091765608586,False,Muslim plurality
Manchester Withington,Non-religious,0.47866549926675067,False,Non-religious plurality
Mansfield,Non-religious,0.5049418287662623,True,Non-religious majority
Melksham and Devizes,Non-religious,0.4780238979380347,False,Non-religious plurality
Melton and Syston,Non-religious,0.4342294871304298,False,Non-religious plurality
Meriden and Solihull East,Christian,0.46899919069588025,False,Christian plurality
Merthyr Tydfil and Aberdare,Non-religious,0.5692601031297202,True,Non-religious majority
Mid Bedfordshire,Non-religious,0.4646924078489604,False,Non-religious plurality
Mid Buckinghamshire,Christian,0.469470646424315,False,Christian plurality
Mid Cheshire,Christian,0.4900088938729549,False,Christian plurality
Mid Derbyshire,Non-religious,0.4715139804926109,False,Non-religious plurality
Mid Dorset and North Poole,Non-religious,0.47278652710854563,False,Non-religious plurality
Mid Leicestershire,Non-religious,0.43174532780600383,False,Non-religious plurality
Mid Norfolk,Non-religious,0.46760300050785375,False,Non-religious plurality
Mid Sussex,Non-religious,0.4784993254576356,False,Non-religious plurality
Mid and South Pembrokeshire,Non-religious,0.48101160068265714,False,Non-religious plurality
Middlesbrough South and East Cleveland,Christian,0.4830637553492994,False,Christian plurality
Middlesbrough and Thornaby East,Non-religious,0.4054235111918855,False,Non-religious plurality
Milton Keynes Central,Christian,0.3944695903751046,False,Christian plurality
Milton Keynes North,Non-religious,0.4505622427481901,False,Non-religious plurality
Mitcham and Morden,Christian,0.44452096644993666,False,Christian plurality
Monmouthshire,Non-religious,0.48223421080794165,False,Non-religious plurality
Montgomeryshire and Glyndwr,Non-religious,0.4841094803960752,False,Non-religious plurality
Morecambe and Lunesdale,Christian,0.5256350187720475,True,Christian majority
Neath and Swansea East,Non-religious,0.5422498045318437,True,Non-religious majority
New Forest East,Non-religious,0.48409010062727187,False,Non-religious plurality
New Forest West,Christian,0.4952297005503571,False,Christian plurality
Newark,Christian,0.4792553830640208,False,Christian plurality
Newbury,Non-religious,0.46694267571472864,False,Non-religious plurality
Newcastle upon Tyne Central and West,Non-religious,0.39095236613177115,False,Non-religious plurality
Newcastle upon Tyne East and Wallsend,Non-religious,0.5144468377022661,True,Non-religious majority
Newcastle upon Tyne North,Non-religious,0.4876663406031529,False,Non-religious plurality
Newcastle-under-Lyme,Christian,0.4618863344199519,False,Christian plurality
Newport East,Non-religious,0.47174081706673626,False,Non-religious plurality
Newport West and Islwyn,Non-religious,0.5447173563107661,True,Non-religious majority
Newton Abbot,Non-religious,0.5052961953483557,True,Non-religious majority
Newton Aycliffe and Spennymoor,Christian,0.4823414409878443,False,Christian plurality
Normanton and Hemsworth,Non-religious,0.4750197372133957,False,Non-religious plurality
North Bedfordshire,Non-religious,0.4699755798037333,False,Non-religious plurality
North Cornwall,Non-religious,0.489631573459382,False,Non-religious plurality
North Cotswolds,Christian,0.48798769550796073,False,Christian plurality
North Devon,Non-religious,0.5030413203422377,True,Non-religious majority
North Dorset,Christian,0.4821283897413434,False,Christian plurality
North Durham,Christian,0.47585362270923215,False,Christian plurality
North East Cambridgeshire,Christian,0.4714750880582796,False,Christian plurality
North East Derbyshire,Non-religious,0.4812948350733459,False,Non-religious plurality
North East Hampshire,Non-religious,0.46315970441948623,False,Non-religious plurality
North East Hertfordshire,Non-religious,0.48406581724228187,False,Non-religious plurality
North East Somerset and Hanham,Non-religious,0.5133651234503225,True,Non-religious majority
North Herefordshire,Christian,0.5157943927463928,True,Christian majority
North Norfolk,Christian,0.47624631876271595,False,Christian plurality
North Northumberland,Christian,0.5168706989971759,True,Christian majority
North Shropshire,Christian,0.5252526904877023,True,Christian majority
North Somerset,Non-religious,0.4932729060314046,False,Non-religious plurality
North Warwickshire and Bedworth,Christian,0.47388853418549903,False,Christian plurality
North West Cambridgeshire,Christian,0.45054447253187707,False,Christian plurality
North West Essex,Non-religious,0.4661654575057573,False,Non-religious plurality
North West Hampshire,Non-religious,0.48225032489800135,False,Non-religious plurality
North West Leicestershire,Non-religious,0.49500365903464655,False,Non-religious plurality
North West Norfolk,Christian,0.4846933932025145,False,Christian plurality
Northampton North,Christian,0.4425982171664191,False,Christian plurality
Northampton South,Christian,0.4550027841831019,False,Christian plurality
Norwich North,Non-religious,0.5339879925727573,True,Non-religious majority
Norwich South,Non-religious,0.5644459831670138,True,Non-religious majority
Nottingham East,Non-religious,0.402945811872658,False,Non-religious plurality
Nottingham North and Kimberley,Non-religious,0.4695868142731144,False,Non-religious plurality
Nottingham South,Non-religious,0.4502042501613281,False,Non-religious plurality
Nuneaton,Non-religious,0.4331573093390461,False,Non-religious plurality
Old Bexley and Sidcup,Christian,0.44863798122070464,False,Christian plurality
Oldham East and Saddleworth,Christian,0.4218871272012229,False,Christian plurality
"Oldham West, Chadderton and Royton",Christian,0.35231498181067117,False,Christian plurality
Orpington,Christian,0.4535425163111673,False,Christian plurality
Ossett and Denby Dale,Non-religious,0.4593799061141288,False,Non-religious plurality
Oxford East,Non-religious,0.3858061173283762,False,Non-religious plurality
Oxford West and Abingdon,Non-religious,0.4553228916078346,False,Non-religious plurality
Peckham,Christian,0.43499536177524906,False,Christian plurality
Pendle and Clitheroe,Christian,0.4180581147380069,False,Christian plurality
Penistone and Stocksbridge,Christian,0.47228401537877257,False,Christian plurality
Penrith and Solway,Christian,0.5365517609058933,True,Christian majority
Peterborough,Christian,0.4108880346378805,False,Christian plurality
Plymouth Moor View,Non-religious,0.5400409584968276,True,Non-religious majority
Plymouth Sutton and Devonport,Non-religious,0.5641325043893033,True,Non-religious majority
"Pontefract, Castleford and Knottingley",Non-religious,0.4964232139519174,False,Non-religious plurality
Pontypridd,Non-religious,0.6025551557348741,True,Non-religious majority
Poole,Non-religious,0.47570789948872444,False,Non-religious plurality
Poplar and Limehouse,Muslim,0.3732552725186109,False,Muslim plurality
Portsmouth North,Non-religious,0.525795521988629,True,Non-religious majority
Portsmouth South,Non-religious,0.4973744841993898,False,Non-religious plurality
Preston,Christian,0.3977148965948358,False,Christian plurality
Putney,Christian,0.40528631606625165,False,Christian plurality
Queen's Park and Maida Vale,Christian,0.36345397461953666,False,Christian plurality
Rawmarsh and Conisbrough,Non-religious,0.4757609194327637,False,Non-religious plurality
Rayleigh and Wickford,Non-religious,0.49308942658912147,False,Non-religious plurality
Reading Central,Non-religious,0.3825736725964378,False,Non-religious plurality
Reading West and Mid Berkshire,Non-religious,0.440012611116549,False,Non-religious plurality
Redcar,Non-religious,0.46786368094675024,False,Non-religious plurality
Redditch,Christian,0.4517575585823939,False,Christian plurality
Reigate,Christian,0.453093527131803,False,Christian plurality
Rhondda and Ogmore,Non-religious,0.6593519010073627,True,Non-religious majority
Ribble Valley,Christian,0.5915879047948178,True,Christian majority
Richmond Park,Christian,0.4078421714881639,False,Christian plurality
Richmond and Northallerton,Christian,0.5283377723497241,True,Christian majority
Rochdale,Christian,0.34153765385633117,False,Christian plurality
Rochester and Strood,Non-religious,0.48591176783959095,False,Non-religious plurality
Romford,Christian,0.4655530608913784,False,Christian plurality
Romsey and Southampton North,Christian,0.4473945076509495,False,Christian plurality
Rossendale and Darwen,Christian,0.4687681258651833,False,Christian plurality
Rother Valley,Non-religious,0.4621655984327553,False,Non-religious plurality
Rotherham,Non-religious,0.4400007464703116,False,Non-religious plurality
Rugby,Christian,0.45803765257067763,False,Christian plurality
"Ruislip, Northwood and Pinner",Christian,0.37248460552347135,False,Christian plurality
Runcorn and Helsby,Christian,0.4865483707439883,False,Christian plurality
Runnymede and Weybridge,Christian,0.4888174983058304,False,Christian plurality
Rushcliffe,Non-religious,0.49373449223886356,False,Non-religious plurality
Rutland and Stamford,Christian,0.494179139126435,False,Christian plurality
Salford,Non-religious,0.41807935411886815,False,Non-religious plurality
Salisbury,Christian,0.48447778314587425,False,Christian plurality
