constituency_name,biggest,share,majority,category
Aberafan Maesteg,Non-religious,0.633884341008201,True,Non-religious majority
Aldershot,Non-religious,0.47036778411295244,False,Non-religious plurality
Aldridge-Brownhills,Christian,0.428977166063751,False,Christian plurality
Altrincham and Sale West,Non-religious,0.41398573057571136,False,Non-religious plurality
Alyn and Deeside,Non-religious,0.5228358586258242,True,Non-religious majority
Amber Valley,Non-religious,0.6086419537679341,True,Non-religious majority
Arundel and South Downs,Non-religious,0.49304294524450104,False,Non-religious plurality
Ashfield,Non-religious,0.615570130238115,True,Non-religious majority
Ashford,Non-religious,0.5211715171929601,True,Non-religious majority
Ashton-under-Lyne,Non-religious,0.44758103239207797,False,Non-religious plurality
Aylesbury,Non-religious,0.4381525274605712,False,Non-religious plurality
Banbury,Non-religious,0.47501178017390777,False,Non-religious plurality
Bangor Aberconwy,Non-religious,0.531377407523377,True,Non-religious majority
Barking,Christian,0.35763755069859804,False,Christian plurality
Barnsley North,Non-religious,0.5498063364016111,True,Non-religious majority
Barnsley South,Non-religious,0.5669554200594208,True,Non-religious majority
Barrow and Furness,Non-religious,0.5088381727692596,True,Non-religious majority
Basildon and Billericay,Non-religious,0.5415766794804143,True,Non-religious majority
Basingstoke,Non-religious,0.5442884822441137,True,Non-religious majority
Bassetlaw,Non-religious,0.5033640311748895,True,Non-religious majority
Bath,Non-religious,0.5971257518168734,True,Non-religious majority
Battersea,Non-religious,0.445075658834689,False,Non-religious plurality
Beaconsfield,Non-religious,0.39920000760260865,False,Non-religious plurality
Beckenham and Penge,Non-religious,0.47741252655429844,False,Non-religious plurality
Bedford,Non-religious,0.385080224898817,False,Non-religious plurality
Bermondsey and Old Southwark,Non-religious,0.44096745465700216,False,Non-religious plurality
Bethnal Green and Stepney,Muslim,0.49132403306922673,False,Muslim plurality
Beverley and Holderness,Non-religious,0.5169449159035263,True,Non-religious majority
Bexhill and Battle,Non-religious,0.5190371909664466,True,Non-religious majority
Bexleyheath and Crayford,Non-religious,0.4145856430850047,False,Non-religious plurality
Bicester and Woodstock,Non-religious,0.49206895959251956,False,Non-religious plurality
Birkenhead,Non-religious,0.5055200970115964,True,Non-religious majority
Birmingham Edgbaston,Non-religious,0.3445429128054695,False,Non-religious plurality
Birmingham Erdington,Non-religious,0.37267127009609974,False,Non-religious plurality
Birmingham Hall Green and Moseley,Muslim,0.5943114340284461,True,Muslim majority
Birmingham Hodge Hill and Solihull North,Muslim,0.4251694834363513,False,Muslim plurality
Birmingham Ladywood,Muslim,0.5412446194439152,True,Muslim majority
Birmingham Northfield,Non-religious,0.4864185421729064,False,Non-religious plurality
Birmingham Perry Barr,Muslim,0.48825346622266536,False,Muslim plurality
Birmingham Selly Oak,Non-religious,0.43868445587078253,False,Non-religious plurality
Birmingham Yardley,Muslim,0.4812569726063809,False,Muslim plurality
Bishop Auckland,Non-religious,0.49003439875691424,False,Non-religious plurality
Blackburn,Muslim,0.5160379782060952,True,Muslim majority
Blackley and Middleton South,Christian,0.41401569604195665,False,Christian plurality
Blackpool North and Fleetwood,Non-religious,0.4955235117952187,False,Non-religious plurality
Blackpool South,Non-religious,0.5371736374205556,True,Non-religious majority
Blaenau Gwent and Rhymney,Non-religious,0.6749506173399633,True,Non-religious majority
Blaydon and Consett,Non-religious,0.5175506203987139,True,Non-religious majority
Blyth and Ashington,Non-religious,0.5698546974277908,True,Non-religious majority
Bognor Regis and Littlehampton,Non-religious,0.5151430715948753,True,Non-religious majority
Bolsover,Non-religious,0.5739223506040788,True,Non-religious majority
Bolton North East,Christian,0.3728848664590925,False,Christian plurality
Bolton South and Walkden,Non-religious,0.33200214281308854,False,Non-religious plurality
Bolton West,Christian,0.4375075612356615,False,Christian plurality
Bootle,Christian,0.5430413221599484,True,Christian majority
